City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Coutances,FR,49.05,-1.4333,52.52,78,53,10.33,broken clouds
346,Veraval,IN,20.9,70.3667,74.95,66,0,6.38,clear sky
347,Bilibino,RU,68.0546,166.4372,-37.86,97,17,4.68,few clouds
348,Yanam,IN,16.7333,82.2167,79.2,73,12,7.87,light rain
349,Jiblah,YE,13.9216,44.1467,55.96,63,0,4.74,clear sky
350,La Rioja,ES,42.25,-2.5,47.98,78,75,5.82,broken clouds
351,Saint-Francois,FR,46.4154,3.9054,44.47,87,90,2.3,overcast clouds
352,Ola,RU,59.5833,151.2833,14.14,93,100,9.57,light snow
353,Amazar,RU,53.858,120.875,-1.52,98,100,1.79,overcast clouds
354,Kavieng,PG,-2.5744,150.7967,81.97,80,100,3.56,light rain
355,Solginskiy,RU,61.05,41.3428,13.19,93,43,7.0,scattered clouds
356,Huarmey,PE,-10.0681,-78.1522,73.11,73,23,11.23,few clouds
357,Kushmurun,KZ,52.4503,64.6311,3.58,96,10,4.74,clear sky
358,Am Timan,TD,11.0297,20.2827,86.16,17,71,4.7,broken clouds
359,Elizabeth City,US,36.2946,-76.2511,51.03,48,40,1.99,scattered clouds
360,Lazaro Cardenas,MX,17.9583,-102.2,83.5,66,66,6.11,broken clouds
361,Kilindoni,TZ,-7.9139,39.6668,80.28,76,69,10.67,broken clouds
362,Sulangan,PH,11.1373,123.7228,80.62,84,57,14.23,broken clouds
363,Opuwo,NA,-18.0607,13.84,83.77,38,93,8.77,overcast clouds
364,Carutapera,BR,-1.195,-46.02,89.15,55,40,11.05,scattered clouds
365,Garden City,US,42.3256,-83.331,44.17,62,1,3.0,clear sky
366,Hualmay,PE,-11.0964,-77.6139,72.37,72,32,10.25,scattered clouds
367,Sioux Lookout,CA,50.1001,-91.917,30.58,74,1,10.36,clear sky
368,Manyana,BW,-23.4,21.7167,80.44,41,100,14.67,overcast clouds
369,Kholm,RU,59.2667,32.85,27.7,94,100,6.8,overcast clouds
370,Danshui,CN,22.7984,114.4672,69.03,62,4,10.45,clear sky
371,Huambo,AO,-12.7761,15.7392,62.42,97,96,5.06,heavy intensity rain
372,Predivinsk,RU,57.0669,93.4378,10.09,95,100,4.9,overcast clouds
373,Neiafu,TO,-18.65,-173.9833,74.08,94,90,8.05,heavy intensity rain
374,Donna,US,26.1703,-98.0519,61.77,53,40,5.75,scattered clouds
375,Lesnoy,RU,57.6198,63.0784,18.7,71,20,9.44,few clouds
376,Verkh-Usugli,RU,52.7,115.1667,0.93,97,100,0.45,overcast clouds
377,Aykhal,RU,66.0,111.5,-46.59,100,100,5.99,overcast clouds
378,Mnogovershinnyy,RU,53.9353,139.9242,21.81,95,100,18.1,snow
379,Mantua,IT,45.1667,10.7833,43.43,80,48,5.01,scattered clouds
380,Puro,PH,12.4841,123.3827,78.04,90,99,16.42,overcast clouds
381,Padilla,CO,3.2204,-76.3139,72.97,97,100,0.04,overcast clouds
382,Kaeo,NZ,-35.1,173.7833,70.32,96,100,1.95,overcast clouds
383,Kavaratti,IN,10.5669,72.642,82.15,72,65,1.86,broken clouds
384,Porteirinha,BR,-15.7433,-43.0283,81.77,70,99,3.67,overcast clouds
385,Wolsztyn,PL,52.1155,16.1171,31.91,92,97,5.53,overcast clouds
386,Koutsouras,GR,35.0339,25.9469,63.1,71,52,12.15,broken clouds
387,Seydi,TM,39.4816,62.9137,48.27,69,100,6.76,overcast clouds
388,Aklavik,CA,68.2191,-135.0107,0.32,91,100,22.66,overcast clouds
389,Kjollefjord,NO,70.9457,27.3465,30.25,93,75,12.66,light snow
390,Ilam,NP,26.9167,87.9167,51.71,73,15,5.06,few clouds
391,Sungaipenuh,ID,-2.0833,101.3833,65.34,97,100,2.24,overcast clouds
392,Lucero,PH,16.4051,119.9124,80.53,75,81,6.71,broken clouds
393,Snezhnogorsk,RU,69.1933,33.2531,24.58,92,100,10.02,overcast clouds
394,Naze,JP,28.3667,129.4833,62.65,68,43,17.87,scattered clouds
395,Victor Harbor,AU,-35.5667,138.6167,77.47,85,73,1.01,broken clouds
396,Champerico,GT,14.3,-91.9167,88.34,63,1,4.23,clear sky
397,Naples,IT,40.8333,14.25,50.14,65,20,3.0,few clouds
398,San Vicente,AR,-26.6167,-54.1333,79.5,47,91,3.87,overcast clouds
399,Bandundu,CD,-3.3167,17.3667,70.88,96,100,3.47,overcast clouds
400,Beyneu,KZ,45.3167,55.2,25.88,68,6,11.03,clear sky
401,Micheweni,TZ,-4.9667,39.8333,78.89,83,70,10.25,light rain
402,San Miguel,SV,13.4833,-88.1833,83.8,89,0,2.3,clear sky
403,Barinas,VE,8.6226,-70.2075,89.64,37,68,3.44,broken clouds
404,Mackenzie,CA,55.2999,-123.1698,16.02,92,90,4.61,overcast clouds
405,Fort Nelson,CA,58.8053,-122.7002,-0.81,85,90,4.61,light snow
406,Birjand,IR,32.8663,59.2211,45.07,24,0,4.61,clear sky
407,Impfondo,CG,1.6381,18.0667,82.45,48,46,0.76,scattered clouds
408,Avera,US,33.194,-82.5271,56.93,49,20,9.06,few clouds
409,Sorland,NO,67.667,12.6934,39.06,72,94,12.21,overcast clouds
410,Billings,US,45.7833,-108.5007,43.5,48,40,20.71,scattered clouds
411,Porangatu,BR,-13.4408,-49.1486,81.36,81,100,7.45,light rain
412,Magdagachi,RU,53.45,125.8,-9.92,92,13,2.84,few clouds
413,Geraldton,AU,-28.7667,114.6,63.01,72,27,11.5,scattered clouds
414,Najran,SA,17.4924,44.1277,61.45,46,17,4.41,few clouds
415,Zheleznodorozhnyy,RU,55.7503,38.0042,26.82,95,98,7.96,overcast clouds
416,Karrapur,IN,23.95,78.85,56.46,45,19,4.07,few clouds
417,Berlevag,NO,70.8578,29.0864,26.6,91,100,14.72,snow
418,San Ramon,US,37.7799,-121.978,51.62,86,90,1.01,light rain
419,Trelew,AR,-43.249,-65.3051,75.69,15,1,22.35,clear sky
420,Soyo,AO,-6.1349,12.3689,84.25,87,86,10.58,overcast clouds
421,Paamiut,GL,61.994,-49.6678,11.7,83,54,9.13,broken clouds
422,Moron,AR,-34.6534,-58.6198,76.86,61,90,12.66,light rain
423,Yukhnov,RU,54.7444,35.2297,25.48,96,96,6.67,overcast clouds
424,Kingman,US,35.1894,-114.053,52.54,38,1,3.0,clear sky
425,Karur,IN,10.95,78.0833,73.53,88,76,5.73,broken clouds
426,Sumbe,AO,-11.2061,13.8437,80.62,80,79,6.6,broken clouds
427,Haapiti,PF,-17.5667,-149.8667,80.33,73,88,8.12,light rain
428,Port Macquarie,AU,-31.4333,152.9167,62.56,89,12,8.86,few clouds
429,Lexington Park,US,38.2668,-76.4538,48.94,40,20,4.0,few clouds
430,Khash,IR,28.2211,61.2158,48.58,29,25,4.52,scattered clouds
431,Vestmannaeyjar,IS,63.4427,-20.2734,43.79,75,40,23.02,scattered clouds
432,Maceio,BR,-9.6658,-35.7353,89.04,55,40,17.27,scattered clouds
433,Svarstad,NO,59.399,9.9698,37.81,58,100,1.3,overcast clouds
434,Lyuban,BY,52.7985,28.0048,36.91,99,100,1.97,overcast clouds
435,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,84.74,61,18,11.12,few clouds
436,Puerto Del Rosario,ES,28.5004,-13.8627,67.75,77,20,8.05,few clouds
437,Petrovsk,RU,52.3064,45.3917,20.57,74,19,10.51,few clouds
438,Greenwood,US,34.1668,-82.1165,55.54,51,1,4.0,clear sky
439,Ginda,IN,30.6945,78.4932,46.02,29,100,3.2,overcast clouds
440,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,82,75,27.67,broken clouds
441,Narsaq,GL,60.9167,-46.05,17.82,82,10,7.45,clear sky
442,Payo,ID,-3.7508,103.6372,73.56,99,100,1.74,light rain
443,Vao,NC,-22.6667,167.4833,77.52,89,100,14.52,overcast clouds
444,Dhidhdhoo,MV,6.8833,73.1,82.58,74,82,10.25,broken clouds
445,Armizonskoye,RU,55.9461,67.6736,10.67,86,35,10.67,scattered clouds
446,Thunder Bay,CA,48.4001,-89.3168,35.56,75,1,0.0,clear sky
447,Ryotsu,JP,38.0833,138.4333,39.52,85,99,27.25,overcast clouds
448,Lasa,IT,46.6166,10.7002,38.28,77,21,8.43,few clouds
449,Whitehorse,CA,60.7161,-135.0538,-5.03,71,75,9.22,light snow
450,Cocobeach,GA,1.0002,9.5823,82.33,78,100,5.91,overcast clouds
451,Lahij,YE,13.1667,44.5833,71.78,62,1,6.85,clear sky
452,Tupik,RU,54.4253,119.9327,-5.64,97,99,2.28,overcast clouds
453,Kutum,SD,14.2,24.6667,73.47,17,92,7.05,overcast clouds
454,Inhambane,MZ,-23.865,35.3833,80.06,87,22,14.34,few clouds
455,Springbok,ZA,-29.6643,17.8865,71.92,33,7,16.08,clear sky
456,Yerbogachen,RU,61.2767,108.0108,-27.65,97,98,7.63,overcast clouds
457,West Bay,KY,19.3667,-81.4167,86.07,76,20,1.99,few clouds
458,Kasongo-Lunda,CD,-6.4667,16.8167,72.75,97,68,3.22,light rain
459,Iquitos,PE,-3.7481,-73.2472,89.64,62,40,13.8,scattered clouds
460,Uyuni,BO,-20.4597,-66.825,55.18,18,0,17.18,clear sky
461,Lukulu,ZM,-14.3707,23.242,86.0,23,95,3.51,overcast clouds
462,Marawi,PH,7.9986,124.2928,68.65,97,53,1.23,broken clouds
463,Tromso,NO,69.6496,18.957,32.02,93,75,1.01,light shower snow
464,Ouango,CF,4.3133,22.5552,85.21,40,66,1.34,broken clouds
465,Mitzic,GA,0.7821,11.549,76.14,75,86,4.05,overcast clouds
466,Ust-Tsilma,RU,65.441,52.1498,10.24,95,99,3.62,overcast clouds
467,Sola,VU,-13.8833,167.55,81.39,78,100,16.6,light rain
468,Purranque,CL,-40.9167,-73.1667,56.53,84,89,4.21,overcast clouds
469,Sao Felix Do Xingu,BR,-6.6447,-51.995,77.97,95,100,0.92,overcast clouds
470,Iqaluit,CA,63.7506,-68.5145,10.13,67,75,0.0,broken clouds
471,Ibotirama,BR,-12.1853,-43.2206,83.52,62,99,7.02,overcast clouds
472,Lagos,NG,6.5833,3.75,89.92,69,82,7.65,broken clouds
473,Lekoni,GA,-1.5843,14.2591,76.86,80,100,4.76,light rain
474,Tomari,RU,47.7658,142.0683,32.81,95,100,5.68,light snow
475,Nasirabad,IN,26.3,74.7333,58.48,47,4,6.67,clear sky
476,Narasannapeta,IN,18.4167,84.05,72.27,77,41,8.9,scattered clouds
477,Kodinsk,RU,58.6881,99.1844,-5.71,98,97,4.21,overcast clouds
478,Vagur,FO,61.4732,-6.8119,45.09,70,100,18.57,overcast clouds
479,Les Escoumins,CA,48.1111,-69.0236,31.35,66,98,22.48,overcast clouds
480,Dunedin,NZ,-45.8742,170.5036,52.81,84,94,4.0,overcast clouds
481,Awjilah,LY,29.1081,21.2869,60.04,30,63,6.82,broken clouds
482,Bubaque,GW,11.2833,-15.8333,81.61,72,51,12.03,broken clouds
483,Port-Gentil,GA,-0.7193,8.7815,84.16,74,40,3.44,scattered clouds
484,San Jeronimo,PE,-11.9472,-75.2829,64.76,44,27,2.37,scattered clouds
485,Athabasca,CA,54.7169,-113.2854,19.22,96,92,3.27,overcast clouds
486,Aksha,RU,50.2814,113.2867,5.47,87,100,3.8,overcast clouds
487,Kirakira,SB,-10.4544,161.9205,81.27,85,100,13.33,overcast clouds
488,Galesong,ID,-5.3166,119.3661,75.22,82,91,6.87,overcast clouds
489,Xuddur,SO,4.1213,43.8894,84.04,37,83,9.66,broken clouds
490,Farafangana,MG,-22.8167,47.8333,77.07,80,5,8.5,clear sky
491,Qasigiannguit,GL,68.8193,-51.1922,21.45,94,100,4.45,overcast clouds
492,San Luis,AR,-33.295,-66.3356,63.3,83,99,13.44,overcast clouds
493,Key West,US,24.5557,-81.7826,82.4,77,90,8.05,overcast clouds
494,Huangnihe,CN,43.5583,128.0239,6.19,78,67,12.33,broken clouds
495,San Quintin,MX,30.4833,-115.95,60.51,46,10,2.86,clear sky
496,Grimshaw,CA,56.1834,-117.6027,12.02,92,90,12.66,mist
497,Nuevo Ideal,MX,24.8875,-105.0728,60.96,38,3,3.36,clear sky
498,Tall Kayf,TR,37.0833,41.0667,57.54,35,16,5.03,few clouds
499,Cuenca,EC,-2.8833,-78.9833,64.53,72,75,9.22,light rain
500,San Fernando,PH,15.0286,120.6898,79.14,80,84,7.63,broken clouds
501,Olafsvik,IS,64.8945,-23.7142,40.8,95,100,19.82,overcast clouds
502,Aketi,CD,2.7388,23.7833,83.21,57,100,3.71,overcast clouds
503,Santa Rita,BR,-7.1139,-34.9781,90.27,51,40,12.66,scattered clouds
504,Kedrovyy,RU,56.1667,91.8167,10.87,95,100,8.19,light snow
505,Progreso,MX,21.2833,-89.6667,86.11,63,12,7.47,few clouds
506,Port Blair,IN,11.6667,92.75,79.65,77,13,10.56,few clouds
507,Jasper,US,37.2001,-94.3502,47.68,45,1,8.01,clear sky
508,Kruisfontein,ZA,-34.0033,24.7314,71.89,79,100,10.85,overcast clouds
509,Kutahya,TR,39.4242,29.9833,55.35,76,19,6.35,few clouds
510,Amahai,ID,-3.3333,128.9167,80.01,83,98,4.47,overcast clouds
511,Stony Plain,CA,53.5334,-114.0021,26.35,86,90,9.22,overcast clouds
512,Apac,UG,1.9756,32.5386,78.85,27,93,9.17,overcast clouds
513,Rassvet,RU,46.8333,40.75,35.78,68,100,19.82,overcast clouds
514,Rawson,AR,-43.3002,-65.1023,73.47,20,1,21.27,clear sky
515,Yishui,CN,35.7847,118.6281,27.91,46,0,2.64,clear sky
516,Tallahassee,US,30.4383,-84.2807,62.67,86,90,1.01,overcast clouds
517,Tahta,EG,26.7693,31.5021,73.72,28,99,7.52,overcast clouds
518,Kununurra,AU,-15.7667,128.7333,84.18,65,8,5.75,clear sky
519,Feijo,BR,-8.1642,-70.3536,86.38,70,100,6.58,overcast clouds
520,Nanortalik,GL,60.1432,-45.2371,23.56,80,54,12.84,broken clouds
521,Tuatapere,NZ,-46.1333,167.6833,45.82,88,66,2.77,broken clouds
522,Suntar,RU,62.1444,117.6319,-15.0,93,99,5.12,overcast clouds
523,Kommunisticheskiy,RU,61.6789,64.4819,13.32,86,99,7.23,overcast clouds
524,Clarksville,US,36.5298,-87.3595,48.81,61,1,0.0,clear sky
525,Kitimat,CA,54.0524,-128.6534,23.38,96,82,3.58,broken clouds
526,Mesyagutovo,RU,55.5303,58.2528,6.57,94,20,2.55,few clouds
527,Porbandar,IN,21.6422,69.6093,75.29,54,0,10.89,clear sky
528,Luderitz,NA,-26.6481,15.1594,67.08,70,0,17.22,clear sky
529,Dwarka,IN,22.2394,68.9678,74.41,57,0,12.64,clear sky
530,Nyurba,RU,63.2842,118.3319,-24.92,97,100,5.73,overcast clouds
531,Dublin,US,37.7021,-121.9358,51.69,83,90,1.01,overcast clouds
532,Udachnyy,RU,66.4167,112.4,-44.55,71,99,4.32,overcast clouds
533,Timbiqui,CO,2.7717,-77.6654,72.99,97,100,1.54,light rain
534,Teguldet,RU,57.3064,88.1667,0.16,97,99,5.37,overcast clouds
535,Quelimane,MZ,-17.8786,36.8883,84.15,70,0,21.99,clear sky
536,Chumikan,RU,54.7183,135.315,8.91,90,100,8.12,overcast clouds
537,Yomou,GN,7.5603,-9.2653,91.0,34,35,3.56,scattered clouds
538,Khandbari,NP,27.3747,87.2039,52.63,70,30,3.91,scattered clouds
539,Jacareacanga,BR,-6.2222,-57.7528,80.4,84,99,3.33,overcast clouds
540,Miandrivazo,MG,-19.5167,45.4667,85.82,57,75,10.74,broken clouds
541,Abha,SA,18.2164,42.5053,60.62,23,0,11.5,clear sky
542,Cayenne,GF,4.9333,-52.3333,82.44,86,75,1.99,light rain
543,Craig,US,40.5153,-107.5464,29.39,72,1,5.75,clear sky
544,Vostok,RU,46.4856,135.8833,4.42,95,100,9.37,light snow
545,Saldanha,ZA,-33.0117,17.9442,71.65,86,100,13.67,overcast clouds
546,Leningradskiy,RU,69.3833,178.4167,-32.15,92,7,3.71,clear sky
547,Juba,SS,4.8517,31.5825,88.97,19,97,9.06,overcast clouds
548,Waingapu,ID,-9.6567,120.2641,80.49,82,87,3.44,overcast clouds
549,Trujillo,PE,-8.116,-79.03,67.96,73,31,8.05,scattered clouds
550,Rabo De Peixe,PT,37.8,-25.5833,61.29,93,20,16.11,few clouds
551,Lincoln,US,40.8,-96.667,44.55,47,1,5.99,clear sky
552,Gamba,GA,-2.65,10.0,76.39,89,100,2.95,overcast clouds
553,Gat,IL,31.61,34.7642,70.39,43,100,0.74,overcast clouds
554,Morondava,MG,-20.2833,44.2833,82.51,77,51,16.53,broken clouds
555,Dawlatabad,AF,36.4141,64.9053,47.64,63,32,2.35,scattered clouds
556,Evensk,RU,61.95,159.2333,9.34,50,100,23.33,overcast clouds
557,Porto Novo,BJ,6.4965,2.6036,87.62,67,63,9.46,broken clouds
558,Adre,TD,13.4667,22.2,79.43,18,94,7.54,overcast clouds
559,Rincon,US,32.296,-81.2354,59.86,82,75,9.22,broken clouds
560,Yellandu,IN,17.6,80.3333,71.33,66,46,3.69,scattered clouds
561,Pali,IN,25.7667,73.3333,63.55,30,1,4.63,clear sky
562,Golden,US,39.7555,-105.2211,58.42,36,77,4.0,broken clouds
563,Muisne,EC,0.6,-80.0333,75.31,93,100,9.53,moderate rain
564,Great Yarmouth,GB,52.6083,1.7305,54.55,93,48,10.92,scattered clouds
565,Krasnoyarskiy,RU,51.965,59.8967,6.91,89,16,6.51,few clouds
566,Itaituba,BR,-4.2761,-55.9836,87.96,70,40,11.5,scattered clouds
567,Aswan,EG,24.0934,32.907,85.3,42,0,10.36,clear sky
568,Jatai,BR,-17.8814,-51.7144,86.45,49,100,5.26,overcast clouds
569,Nador,MA,35.174,-2.9287,64.47,77,0,3.44,clear sky
570,Kalga,RU,50.9251,118.898,2.1,97,100,4.81,light snow
571,Zistersdorf,AT,48.5333,16.75,37.71,77,100,1.01,overcast clouds
572,Coos Bay,US,43.3665,-124.2179,46.15,93,90,9.22,overcast clouds
573,Mutoko,ZW,-17.397,32.2268,77.45,29,55,6.82,broken clouds
574,Paicandu,BR,-23.4575,-52.0486,93.87,29,0,11.5,clear sky
575,Saint-Augustin,CA,51.226,-58.6502,38.48,95,100,24.9,overcast clouds
576,Samarai,PG,-10.6167,150.6667,81.48,81,100,12.66,overcast clouds
577,Sidi Ali,DZ,36.0998,0.4206,56.37,68,0,5.17,clear sky
578,Northam,GB,51.0333,-4.2167,55.02,82,95,17.85,overcast clouds
579,Saint-Louis,SN,16.3333,-15.0,96.44,7,80,8.97,broken clouds
580,Innisfail,AU,-17.5333,146.0333,78.71,84,77,3.18,broken clouds
581,Hamilton,US,39.1834,-84.5333,46.2,60,1,1.99,clear sky
582,Skjervoy,NO,70.0311,20.9714,32.74,92,100,8.72,light snow
583,Kushiro,JP,42.975,144.3747,40.28,63,39,25.68,scattered clouds
584,Belaya Gora,RU,68.5333,146.4167,-46.55,99,97,0.65,overcast clouds
585,Natal,BR,-5.795,-35.2094,89.82,58,75,18.41,broken clouds
586,Kabompo,ZM,-13.5927,24.2008,81.57,28,49,2.71,scattered clouds
587,Nhulunbuy,AU,-12.2333,136.7667,75.81,83,100,0.0,overcast clouds
588,Boysun,UZ,38.2061,67.1986,37.17,59,67,1.61,broken clouds
589,Saint Simons,US,31.1352,-81.3901,68.02,66,90,8.05,overcast clouds
590,San Martin,AR,-33.081,-68.4681,75.74,45,80,13.91,broken clouds
591,Chilca,PE,-12.5211,-76.7372,73.56,81,51,7.4,broken clouds
592,Myitkyina,MM,25.3833,97.4,60.66,71,5,2.33,clear sky
593,Challans,FR,46.8436,-1.8749,53.8,81,97,7.74,overcast clouds
594,Bogdanovich,RU,56.7803,62.0494,18.0,67,46,13.04,scattered clouds
595,Strezhevoy,RU,60.7333,77.5889,-4.02,100,31,3.13,scattered clouds
596,Kousseri,CM,12.0769,15.0306,94.96,11,91,6.91,overcast clouds
597,Abu Zabad,SD,12.35,29.25,81.66,21,80,8.34,broken clouds
598,Vicuna,CL,-30.0319,-70.7081,60.53,37,1,10.58,clear sky
599,La Orilla,MX,17.9833,-102.2333,83.61,65,66,6.22,broken clouds
600,Rambha,IN,19.5167,85.1,73.22,75,6,4.99,clear sky
601,Peniche,PT,39.3558,-9.3811,66.76,73,11,4.65,few clouds
602,Luau,AO,-10.7073,22.2247,73.13,74,98,2.57,overcast clouds
603,Nuristan,AF,35.3,70.8333,14.16,43,0,8.66,clear sky
604,Saint-Pierre,RE,-21.3393,55.4781,78.48,69,0,24.16,clear sky
605,Manggar,ID,-2.8833,108.2667,79.32,86,100,7.05,overcast clouds
606,Gonbad-E Qabus,IR,37.25,55.1672,54.55,65,60,4.63,broken clouds
607,Mizunami,JP,35.3667,137.25,51.76,89,42,6.76,light rain
608,San Rafael,AR,-34.6177,-68.3301,71.15,31,0,9.35,clear sky
609,Sassandra,CI,4.95,-6.0833,82.78,71,16,8.52,few clouds
610,Camacha,PT,33.0833,-16.3333,65.53,94,40,3.44,light intensity drizzle
611,Marathon,US,44.9,-89.7668,35.24,73,1,12.86,clear sky
612,Kasempa,ZM,-13.4584,25.8338,81.54,30,82,4.79,broken clouds
613,Moree,AU,-29.4667,149.85,62.62,72,0,10.36,clear sky
614,Emborion,GR,40.4833,21.55,41.36,93,99,1.61,overcast clouds
615,Norden,DE,53.6,7.2,48.94,97,100,9.37,overcast clouds
616,Serenje,ZM,-13.2325,30.2352,74.55,29,21,5.26,few clouds
617,Tomatlan,MX,19.9333,-105.25,85.6,46,14,1.77,few clouds
618,Caramay,PH,10.1815,119.236,78.31,89,66,8.3,broken clouds
619,Masterton,NZ,-40.9597,175.6575,56.93,99,100,3.31,overcast clouds
620,Te Anau,NZ,-45.4167,167.7167,45.09,93,79,0.98,broken clouds
621,Muroto,JP,33.2833,134.15,55.8,58,17,16.53,few clouds
622,Auki,SB,-8.7676,160.7034,77.36,91,100,6.6,overcast clouds
623,Sale,MA,34.0389,-6.8166,68.02,82,0,0.0,clear sky
624,Barra Do Garcas,BR,-15.89,-52.2567,82.49,78,100,6.2,overcast clouds
625,Ponta Delgada,PT,37.7333,-25.6667,62.51,77,20,16.11,few clouds
626,Maarianhamina,AX,60.0973,19.9348,31.86,100,75,0.0,broken clouds
627,La Ronge,CA,55.1001,-105.2842,3.45,78,75,2.3,broken clouds
628,Bandiagara,ML,14.3501,-3.6104,89.49,11,92,7.27,overcast clouds
629,Ankpa,NG,7.3706,7.6253,86.18,19,48,3.42,scattered clouds
630,Kargat,RU,55.1956,80.2811,-9.53,100,29,5.79,scattered clouds
631,Ravar,IR,31.2656,56.8055,48.96,43,0,4.54,clear sky
632,San Jose,US,37.3394,-121.895,53.06,72,75,1.01,broken clouds
633,Niksic,ME,42.7731,18.9445,39.36,90,95,7.29,overcast clouds
634,Lillooet,CA,50.6856,-121.942,34.52,90,81,4.65,broken clouds
635,Lukaya,UG,-0.1489,31.8748,67.87,85,90,5.41,overcast clouds
636,Mount Isa,AU,-20.7333,139.5,67.77,28,0,0.0,clear sky
637,Whitianga,NZ,-36.8333,175.7,69.03,95,100,3.36,light rain
638,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,89.4,70,40,3.44,scattered clouds
639,Pasni,PK,25.2631,63.471,72.54,51,42,6.96,scattered clouds
640,Khorixas,NA,-20.3667,14.9667,74.52,67,90,10.09,moderate rain
641,Half Moon Bay,US,37.4636,-122.4286,52.81,85,90,5.01,overcast clouds
642,Ostersund,SE,63.1792,14.6357,30.65,93,0,10.36,clear sky
643,Igrim,RU,63.1906,64.4162,12.47,97,98,3.09,overcast clouds
644,Dzilam Gonzalez,MX,21.2833,-88.9333,86.56,50,18,4.56,few clouds
645,Havre-Saint-Pierre,CA,50.2334,-63.5986,32.59,69,90,36.82,overcast clouds
646,Pangkalanbuun,ID,-2.6833,111.6167,74.88,98,100,2.75,overcast clouds
647,Zarubino,RU,42.63,131.0922,17.51,58,3,29.55,clear sky
648,Eureka,US,40.8021,-124.1637,48.92,95,94,1.01,overcast clouds
649,Silver City,US,32.7701,-108.2803,52.68,42,1,3.0,clear sky
650,Yangjiang,CN,21.85,111.9667,63.57,62,2,12.08,clear sky
651,Orocue,CO,4.7912,-71.3354,93.0,38,18,14.94,few clouds
652,Dymer,UA,50.7865,30.3026,36.12,81,100,11.1,overcast clouds
653,Kwekwe,ZW,-18.9281,29.8149,83.73,40,95,4.97,overcast clouds
654,Kerema,PG,-7.9631,145.7785,78.73,86,82,5.84,broken clouds
655,Wanaka,NZ,-44.7,169.15,53.11,82,79,0.85,broken clouds
656,Goderich,CA,43.7501,-81.7165,41.92,70,6,19.57,clear sky
657,Dinghai,CN,26.2847,119.7936,58.12,78,100,30.02,overcast clouds
658,Hamada,JP,34.8833,132.0833,45.66,62,79,12.68,broken clouds
659,Roebourne,AU,-20.7833,117.1333,91.71,21,1,13.65,clear sky
660,Maragogi,BR,-9.0122,-35.2225,84.78,61,30,11.63,scattered clouds
661,Zeya,RU,53.75,127.2667,-4.88,86,9,2.55,clear sky
662,Andenes,NO,69.3143,16.1194,35.58,80,75,6.91,broken clouds
663,Palu,ID,-0.8917,119.8707,75.63,90,82,2.39,broken clouds
664,Manavalakurichi,IN,8.1333,77.3,78.89,82,79,10.69,broken clouds
665,Vilyuysk,RU,63.7553,121.6247,-32.39,100,81,4.72,broken clouds
666,Mayumba,GA,-3.432,10.6554,76.03,89,99,3.02,overcast clouds
667,Iisalmi,FI,63.5592,27.1907,26.62,98,100,2.26,light snow
668,Pauini,BR,-7.7136,-66.9764,85.53,74,85,5.82,overcast clouds
669,Vila Do Maio,CV,15.1333,-23.2167,83.19,69,46,12.24,scattered clouds
670,Kieta,PG,-6.2167,155.6333,79.72,85,100,2.04,light rain
671,Buraydah,SA,26.326,43.975,63.05,31,82,9.19,broken clouds
672,Bourges,FR,47.25,2.4167,49.37,95,100,4.12,overcast clouds
673,Swan Hill,AU,-35.3378,143.5544,69.24,36,0,7.99,clear sky
674,Okato,NZ,-39.2,173.8833,61.43,95,100,5.44,overcast clouds
675,Vyartsilya,RU,62.1764,30.693,23.11,96,100,5.35,overcast clouds
676,Kailua,US,21.4022,-157.7394,73.38,52,83,21.23,broken clouds
677,Koygorodok,RU,60.445,50.9968,7.84,90,100,5.32,overcast clouds
678,Bonthe,SL,7.5264,-12.505,83.93,69,94,10.38,overcast clouds
679,Semey,KZ,50.4111,80.2275,15.96,94,100,7.23,overcast clouds
680,Teya,RU,60.3778,92.6267,-10.55,100,99,0.72,overcast clouds
681,Phangnga,TH,8.4509,98.5298,78.84,88,9,4.92,clear sky
682,Uryupinsk,RU,50.8047,42.0138,21.61,62,23,11.36,few clouds
683,Deputatskiy,RU,69.3,139.9,-26.5,98,98,1.48,overcast clouds
684,Kiama,AU,-34.6833,150.8667,60.01,90,65,6.89,broken clouds
685,Satipo,PE,-11.2522,-74.6386,86.61,63,68,1.39,moderate rain
686,Mamontovo,RU,52.7055,81.6244,-2.24,99,84,5.41,broken clouds
687,Montepuez,MZ,-13.1256,38.9997,80.46,51,88,11.68,overcast clouds
688,Brandon,US,27.9378,-82.2859,84.15,82,1,1.99,clear sky
689,Buchanan,LR,5.8808,-10.0467,89.56,72,39,10.58,scattered clouds
690,Berdigestyakh,RU,62.0989,126.6992,-13.43,98,100,4.59,overcast clouds
691,Kinlochleven,GB,56.7115,-4.9661,46.74,91,100,4.9,overcast clouds
692,Kvarkeno,RU,52.0833,59.725,6.98,88,16,6.42,few clouds
693,Maryville,US,35.7565,-83.9705,47.39,67,1,3.0,clear sky
694,Noshiro,JP,40.2039,140.0242,34.3,69,100,28.61,light rain
695,Shieli,KZ,44.1667,66.75,38.37,96,100,3.71,overcast clouds
