City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Atasu,KZ,2021-12-09 21:53:06,48.6814,71.6433,3.51,80,14,6.26
295,Liverpool,GB,2021-12-09 21:53:06,53.4106,-2.9779,46.81,92,75,8.99
296,Boromo,BF,2021-12-09 21:53:06,11.75,-2.9333,77.09,15,1,7.16
297,Bellevue,US,2021-12-09 21:53:07,47.6104,-122.2007,43.68,86,90,1.99
298,Marmaris,TR,2021-12-09 21:53:07,36.855,28.2742,62.11,73,95,11.61
299,Bambous Virieux,MU,2021-12-09 21:53:07,-20.3428,57.7575,73.65,88,75,10.36
300,Lagos,NG,2021-12-09 21:53:08,6.5833,3.75,82.72,87,13,3.24
301,Dubbo,AU,2021-12-09 21:53:08,-32.25,148.6167,57.33,82,0,11.5
302,Dhidhdhoo,MV,2021-12-09 21:53:08,6.8833,73.1,81.54,77,100,9.01
303,Agadez,NE,2021-12-09 21:53:09,19.75,10.25,61.36,13,100,5.39
304,Cap Malheureux,MU,2021-12-09 21:53:09,-19.9842,57.6142,73.89,85,6,3.0
305,Newport,GB,2021-12-09 21:53:09,51.5877,-2.9984,48.85,83,100,20.98
306,Namibe,AO,2021-12-09 21:53:10,-15.1961,12.1522,71.51,63,25,8.03
307,Perpignan,FR,2021-12-09 21:48:13,42.75,2.75,44.73,68,90,5.75
308,Aswan,EG,2021-12-09 21:53:10,24.0934,32.907,60.62,48,85,9.06
309,Husavik,IS,2021-12-09 21:50:47,66.0449,-17.3389,24.71,92,100,6.2
310,Villazon,BO,2021-12-09 21:53:11,-22.0866,-65.5942,55.62,65,93,18.48
311,Aklavik,CA,2021-12-09 21:53:11,68.2191,-135.0107,5.83,77,75,3.44
312,Kropotkin,RU,2021-12-09 21:54:07,45.4375,40.5756,48.56,80,100,4.32
313,Waitati,NZ,2021-12-09 21:54:11,-45.75,170.5667,54.27,87,100,6.44
314,Opuwo,NA,2021-12-09 21:54:12,-18.0607,13.84,76.12,50,100,11.92
315,Vila,PT,2021-12-09 21:54:12,42.0304,-8.1588,46.33,94,100,5.84
316,Atambua,ID,2021-12-09 21:54:13,-9.1061,124.8925,75.47,83,91,1.68
317,Leshukonskoye,RU,2021-12-09 21:54:13,64.8989,45.7622,6.22,96,99,4.32
318,Belyy Gorodok,RU,2021-12-09 21:54:13,56.965,37.5125,-6.02,99,10,2.48
319,Erenhot,CN,2021-12-09 21:54:14,43.6475,111.9767,18.0,77,8,2.86
320,Moron,AR,2021-12-09 21:54:14,-34.6534,-58.6198,80.02,61,98,4.0
321,Yerofey Pavlovich,RU,2021-12-09 21:54:14,53.9667,121.9667,-1.37,95,10,3.38
322,Udachnyy,RU,2021-12-09 21:54:15,66.4167,112.4,-11.56,75,99,15.43
323,Salihli,TR,2021-12-09 21:54:15,38.4826,28.1477,52.5,69,0,3.8
324,Tabou,CI,2021-12-09 21:54:15,4.423,-7.3528,80.4,84,16,8.39
325,Menongue,AO,2021-12-09 21:54:15,-14.6585,17.691,64.33,87,95,3.78
326,Muisne,EC,2021-12-09 21:54:16,0.6,-80.0333,78.91,83,100,7.83
327,Chicomuselo,MX,2021-12-09 21:54:16,15.7667,-92.2667,85.14,48,86,2.73
328,Mayumba,GA,2021-12-09 21:54:17,-3.432,10.6554,77.97,90,91,2.64
329,Aksu,CN,2021-12-09 21:54:17,41.1231,80.2644,27.73,43,24,1.32
330,Arlit,NE,2021-12-09 21:54:17,18.7369,7.3853,67.8,11,100,7.92
331,Mopipi,BW,2021-12-09 21:54:18,-21.1833,24.8833,82.33,45,98,6.04
332,Karratha,AU,2021-12-09 21:54:18,-20.7377,116.8463,87.71,39,65,10.63
333,Richards Bay,ZA,2021-12-09 21:54:18,-28.783,32.0377,71.06,95,58,4.32
334,Tromso,NO,2021-12-09 21:53:33,69.6496,18.957,19.38,79,0,3.44
335,Ballina,AU,2021-12-09 21:52:24,-28.8667,153.5667,77.77,83,29,9.22
336,Hibbing,US,2021-12-09 21:54:19,47.4272,-92.9377,29.8,18,100,6.58
337,Tahta,EG,2021-12-09 21:54:19,26.7693,31.5021,55.72,48,40,6.73
338,Leningradskiy,RU,2021-12-09 21:54:20,69.3833,178.4167,-10.62,93,100,21.21
339,Miraflores,MX,2021-12-09 21:54:20,19.2167,-98.8083,74.03,33,12,2.98
340,Beyneu,KZ,2021-12-09 21:54:21,45.3167,55.2,45.0,54,99,19.15
341,Yumen,CN,2021-12-09 21:54:21,40.2833,97.2,26.46,48,100,7.58
342,Hokitika,NZ,2021-12-09 21:54:21,-42.7167,170.9667,65.61,80,100,5.93
343,Shepsi,RU,2021-12-09 21:54:22,44.0361,39.1489,50.97,77,84,1.25
344,Longyearbyen,SJ,2021-12-09 21:54:22,78.2186,15.6401,24.64,80,75,2.3
345,Vila Velha,BR,2021-12-09 21:54:22,-20.3297,-40.2925,75.15,85,75,5.75
346,Rudolfov,CZ,2021-12-09 21:54:23,48.9934,14.5418,32.79,92,100,6.11
347,Solntsevo,RU,2021-12-09 21:54:23,51.4185,36.7499,37.74,89,100,11.45
348,Cukai,MY,2021-12-09 21:54:23,4.25,103.4167,77.14,90,81,7.85
349,Egvekinot,RU,2021-12-09 21:54:24,66.3167,-179.1667,-10.68,84,100,11.88
350,Purpe,RU,2021-12-09 21:54:24,64.4803,76.6897,-5.17,100,90,5.1
351,Baranoa,CO,2021-12-09 21:54:24,10.7941,-74.9164,83.05,74,0,14.97
352,Constitucion,CL,2021-12-09 21:54:25,-35.3333,-72.4167,63.25,76,14,6.85
353,Colwyn Bay,GB,2021-12-09 21:54:25,53.2948,-3.7267,48.92,98,100,13.0
354,Burnie,AU,2021-12-09 21:54:25,-41.0667,145.9167,60.93,81,45,0.98
355,Kishi,NG,2021-12-09 21:54:26,9.0833,3.85,76.06,20,2,2.95
356,Pak Phanang,TH,2021-12-09 21:54:26,8.3511,100.202,80.08,83,91,7.7
357,Vestmannaeyjar,IS,2021-12-09 21:54:27,63.4427,-20.2734,35.08,98,100,15.52
358,Harper,LR,2021-12-09 21:54:27,4.375,-7.7169,80.22,85,14,9.33
359,Nha Trang,VN,2021-12-09 21:54:27,12.25,109.1833,75.2,88,51,8.57
360,Corn Island,NI,2021-12-09 21:55:28,12.1694,-83.0418,80.98,78,25,15.55
361,Itarema,BR,2021-12-09 21:55:28,-2.9248,-39.9167,81.3,80,76,16.71
362,Iquique,CL,2021-12-09 21:53:58,-20.2208,-70.1431,66.24,72,34,3.6
363,Oranjestad,AW,2021-12-09 21:51:14,12.524,-70.027,84.15,70,20,19.57
364,Namtsy,RU,2021-12-09 21:55:29,62.7161,129.6658,-16.49,97,100,2.26
365,Uige,AO,2021-12-09 21:55:29,-7.6087,15.0613,68.97,94,100,1.99
366,Pokhara,NP,2021-12-09 21:55:29,28.2333,83.9833,53.85,38,0,6.49
367,Hami,CN,2021-12-09 21:55:30,42.8,93.45,31.73,52,99,8.68
368,Edwardsville,US,2021-12-09 21:55:30,38.8114,-89.9532,65.12,67,69,10.0
369,Northam,GB,2021-12-09 21:55:31,51.0333,-4.2167,48.61,80,100,29.04
370,Katsuura,JP,2021-12-09 21:55:31,35.1333,140.3,47.1,79,94,14.36
371,Inverell,AU,2021-12-09 21:55:32,-29.7833,151.1167,66.11,49,0,3.0
372,Butler,US,2021-12-09 21:50:45,39.4501,-84.5666,55.62,48,1,3.44
373,Aljezur,PT,2021-12-09 21:55:32,37.3191,-8.8033,54.72,88,43,7.56
374,Tigil,RU,2021-12-09 21:55:32,57.8,158.6667,18.14,91,100,12.84
375,Santa Catarina De Tepehuanes,MX,2021-12-09 21:55:33,25.35,-105.7333,70.68,29,93,16.87
376,Platteville,US,2021-12-09 21:53:43,42.7342,-90.4785,45.25,67,20,6.24
377,Havre-Saint-Pierre,CA,2021-12-09 21:55:33,50.2334,-63.5986,15.8,61,1,10.36
378,Campobasso,IT,2021-12-09 21:55:34,41.6333,14.5833,40.17,88,100,5.1
379,Puerto Madryn,AR,2021-12-09 21:55:34,-42.7692,-65.0385,60.57,62,13,15.17
380,Verin,ES,2021-12-09 21:55:34,41.9415,-7.4381,51.57,87,94,7.25
381,Assisi,IT,2021-12-09 21:54:18,43.0691,12.6165,39.74,98,90,3.0
382,Jagdalpur,IN,2021-12-09 21:55:35,19.0667,82.0333,68.76,78,96,2.62
383,Sanming,CN,2021-12-09 21:55:35,26.2486,117.6186,51.73,93,0,2.33
384,Millet,CA,2021-12-09 21:55:35,53.1001,-113.4687,27.55,77,98,8.81
385,Ulladulla,AU,2021-12-09 21:55:36,-35.35,150.4667,63.5,95,100,24.38
386,Aykhal,RU,2021-12-09 21:55:36,66.0,111.5,-13.59,95,100,17.65
387,Basoko,CD,2021-12-09 21:55:36,1.2391,23.616,76.06,77,73,1.01
388,Sulangan,PH,2021-12-09 21:55:37,11.1373,123.7228,80.46,82,97,24.32
389,Chiredzi,ZW,2021-12-09 21:55:37,-21.05,31.6667,76.93,47,40,6.62
390,Dauphin,CA,2021-12-09 21:55:38,51.1494,-100.0502,26.74,68,1,19.57
391,Izhma,RU,2021-12-09 21:55:38,65.0083,53.9113,-1.57,100,96,3.15
392,Te Anau,NZ,2021-12-09 21:55:38,-45.4167,167.7167,61.21,55,27,0.83
393,Berlevag,NO,2021-12-09 21:55:39,70.8578,29.0864,19.35,63,75,16.11
394,Rincon,US,2021-12-09 21:51:47,32.296,-81.2354,62.56,72,75,3.44
395,Porto-Vecchio,FR,2021-12-09 21:55:39,41.591,9.2795,44.13,87,75,4.61
396,Mount Isa,AU,2021-12-09 21:55:40,-20.7333,139.5,76.77,14,4,11.5
397,Inyonga,TZ,2021-12-09 21:55:40,-6.7167,32.0667,70.11,69,72,2.48
398,Aktau,KZ,2021-12-09 21:55:40,43.65,51.2,48.78,80,99,20.18
399,Qasigiannguit,GL,2021-12-09 21:55:41,68.8193,-51.1922,7.38,73,100,5.7
400,Ozinki,RU,2021-12-09 21:55:41,51.1786,49.6769,30.47,84,100,7.25
401,Hindaun,IN,2021-12-09 21:55:41,26.7167,77.0167,56.79,50,0,3.78
402,Oranjemund,NA,2021-12-09 21:55:42,-28.55,16.4333,62.73,85,39,9.13
403,Kattivakkam,IN,2021-12-09 21:55:42,13.2167,80.3167,81.07,85,14,11.1
404,Swellendam,ZA,2021-12-09 21:55:43,-34.0226,20.4417,64.15,94,100,10.8
405,Abomsa,ET,2021-12-09 21:55:43,9.9833,39.9833,62.74,20,0,6.02
406,Luganville,VU,2021-12-09 21:56:43,-15.5333,167.1667,84.13,77,98,6.64
407,Maloy,NO,2021-12-09 21:56:44,61.9353,5.1136,40.73,57,2,11.99
408,Eldorado,BR,2021-12-09 21:56:44,-23.7869,-54.2836,77.05,41,0,6.2
409,Baykit,RU,2021-12-09 21:56:45,61.67,96.37,3.33,96,100,5.99
410,Marzuq,YE,2021-12-09 21:56:45,14.4,46.4667,57.54,22,0,5.32
411,Kimbe,PG,2021-12-09 21:56:45,-5.5502,150.1429,80.47,88,99,0.89
412,Tessalit,ML,2021-12-09 21:56:46,20.1986,1.0114,71.35,10,100,9.06
413,Red Deer,CA,2021-12-09 21:56:46,52.2668,-113.802,27.79,46,20,4.61
414,Muros,ES,2021-12-09 21:56:46,42.7762,-9.0603,57.99,94,100,14.54
415,Aden,YE,2021-12-09 21:56:47,12.7794,45.0367,77.72,64,4,12.01
416,Santa Maria,BR,2021-12-09 21:56:47,-29.6842,-53.8069,79.9,44,0,16.11
417,Saint-Joseph,RE,2021-12-09 21:56:47,-21.3667,55.6167,75.56,79,59,6.89
418,Natal,BR,2021-12-09 21:56:48,-5.795,-35.2094,83.05,78,40,14.97
419,Barabai,ID,2021-12-09 21:56:48,-2.5833,115.3833,74.1,99,99,1.23
420,Surt,LY,2021-12-09 21:56:48,31.2089,16.5887,62.19,41,0,14.79
421,Qaqortoq,GL,2021-12-09 21:56:49,60.7167,-46.0333,14.07,92,16,6.04
422,Topolevo,RU,2021-12-09 21:56:49,48.4994,135.1975,15.98,92,0,1.99
423,Sabang,ID,2021-12-09 21:56:49,5.8933,95.3214,81.93,74,98,15.84
424,Sangar,RU,2021-12-09 21:56:50,63.9242,127.4739,-13.38,97,100,5.88
425,Salinopolis,BR,2021-12-09 21:56:50,-0.6136,-47.3561,79.74,86,99,8.23
426,Hambantota,LK,2021-12-09 21:53:24,6.1241,81.1185,73.74,100,20,1.14
427,Kingston,JM,2021-12-09 21:55:45,17.997,-76.7936,86.95,56,20,4.61
428,Negombo,LK,2021-12-09 21:53:18,7.2083,79.8358,75.25,94,40,4.61
429,Cherskiy,RU,2021-12-09 21:56:51,68.75,161.3,-43.87,100,95,5.75
430,Tanabi,BR,2021-12-09 21:56:51,-20.6264,-49.6492,84.42,48,0,6.76
431,Escarcega,MX,2021-12-09 21:56:52,18.6089,-90.7454,85.93,53,100,7.07
432,Meulaboh,ID,2021-12-09 21:56:52,4.1363,96.1285,77.56,87,100,1.7
433,Regen,DE,2021-12-09 21:56:52,48.9667,13.1333,33.51,86,100,3.67
434,Dingle,PH,2021-12-09 21:56:53,10.9995,122.6711,73.98,90,75,9.55
435,Senanga,ZM,2021-12-09 21:56:53,-16.1167,23.2667,70.43,68,80,3.36
436,Brakel,DE,2021-12-09 21:56:53,51.7167,9.1833,39.52,94,95,6.4
437,Hay River,CA,2021-12-09 21:56:54,60.8156,-115.7999,1.38,78,90,11.5
438,Ormstown,CA,2021-12-09 21:56:54,45.1334,-73.9992,21.76,80,100,2.26
439,Segou,ML,2021-12-09 21:56:54,13.4317,-6.2157,79.18,13,33,8.93
440,Culebra,PR,2021-12-09 21:56:55,18.303,-65.301,81.0,70,4,13.0
441,Pec,XK,2021-12-09 21:56:55,42.6591,20.2883,41.29,99,100,1.21
442,Farafangana,MG,2021-12-09 21:56:55,-22.8167,47.8333,75.65,85,100,7.49
443,Islahiye,TR,2021-12-09 21:56:56,37.025,36.6306,46.36,82,0,1.3
444,Prado,BR,2021-12-09 21:56:56,-17.3411,-39.2208,72.32,97,100,1.39
445,Kashira,RU,2021-12-09 21:56:56,54.8444,38.1669,3.54,98,13,6.26
446,Jiaojiang,CN,2021-12-09 21:56:57,28.6803,121.4428,53.01,91,0,3.76
447,Formosa,AR,2021-12-09 21:56:57,-26.1775,-58.1781,93.18,29,0,5.75
448,Litovko,RU,2021-12-09 21:56:58,49.2361,135.1742,15.93,95,100,1.34
449,Pushkino,RU,2021-12-09 21:56:58,56.0172,37.8667,10.49,95,6,4.32
450,Iskateley,RU,2021-12-09 21:56:58,67.6803,53.1512,0.97,98,90,6.49
451,Tual,ID,2021-12-09 21:56:59,-5.6667,132.75,83.82,77,100,20.49
452,Guangyuan,CN,2021-12-09 21:57:59,32.442,105.823,49.32,86,100,3.71
453,Shieli,KZ,2021-12-09 21:57:59,44.1667,66.75,36.91,26,11,13.78
454,Lumeje,AO,2021-12-09 21:58:00,-11.55,20.7833,67.6,91,35,2.17
455,Norman Wells,CA,2021-12-09 21:58:00,65.282,-126.8329,6.84,85,75,8.05
456,Homer,US,2021-12-09 21:58:01,59.6425,-151.5483,33.69,86,90,21.85
457,Port Hardy,CA,2021-12-09 21:58:01,50.6996,-127.4199,39.2,93,90,8.05
458,Springfield,US,2021-12-09 21:58:01,37.2153,-93.2982,68.04,52,0,7.0
459,Iqaluit,CA,2021-12-09 21:58:02,63.7506,-68.5145,6.53,72,75,14.97
460,Kluczbork,PL,2021-12-09 21:58:02,50.9728,18.2182,28.98,96,100,1.72
461,Acari,PE,2021-12-09 21:58:02,-15.4311,-74.6158,71.91,72,78,7.83
462,Rocha,UY,2021-12-09 21:56:27,-34.4833,-54.3333,66.24,73,25,12.3
463,Lasa,IT,2021-12-09 21:58:03,46.6166,10.7002,24.37,89,79,4.0
464,Husainabad,IN,2021-12-09 21:58:03,24.5333,84.0167,65.35,54,52,4.99
465,Alice Springs,AU,2021-12-09 21:54:09,-23.7,133.8833,65.75,45,0,5.75
466,Teahupoo,PF,2021-12-09 21:58:04,-17.8333,-149.2667,80.56,68,17,12.57
467,Sambava,MG,2021-12-09 21:58:04,-14.2667,50.1667,74.32,84,81,7.31
468,Battle Creek,US,2021-12-09 21:56:46,42.3212,-85.1797,37.67,34,100,14.29
469,Uglovskoye,RU,2021-12-09 21:58:05,51.3557,80.1942,4.87,89,95,9.04
470,Filingue,NE,2021-12-09 21:58:05,14.3521,3.3168,74.01,10,53,9.35
471,Vangaindrano,MG,2021-12-09 21:58:05,-23.35,47.6,74.5,89,100,5.46
472,Petropavlovsk-Kamchatskiy,RU,2021-12-09 21:58:06,53.0452,158.6483,18.19,73,75,4.47
473,Komsomolskiy,UZ,2021-12-09 21:58:06,40.4272,71.7189,33.22,69,0,9.22
474,Torbay,CA,2021-12-09 21:58:07,47.6666,-52.7314,38.57,98,90,13.8
475,Kenai,US,2021-12-09 21:58:07,60.5544,-151.2583,21.02,89,90,29.93
476,Khovu-Aksy,RU,2021-12-09 21:58:07,51.1333,93.6,-5.1,88,66,3.78
477,Andros Town,BS,2021-12-09 21:58:08,24.7,-77.7667,80.56,72,4,7.74
478,Peace River,CA,2021-12-09 21:57:18,56.2501,-117.286,23.31,63,90,3.44
479,Port Hedland,AU,2021-12-09 21:58:04,-20.3167,118.5667,84.25,74,19,8.05
480,Lander,US,2021-12-09 21:58:08,42.833,-108.7307,35.11,49,100,6.55
481,Jalu,LY,2021-12-09 21:58:09,29.0331,21.5482,56.82,46,67,9.1
482,Denpasar,ID,2021-12-09 21:58:09,-8.65,115.2167,82.06,78,40,8.05
483,Manono,CD,2021-12-09 21:58:10,-7.3,27.4167,71.37,91,54,2.8
484,Havelock,US,2021-12-09 21:58:10,34.8791,-76.9013,47.93,81,100,3.91
485,Stokmarknes,NO,2021-12-09 21:58:10,68.5646,14.9108,28.38,59,0,17.27
486,Boone,US,2021-12-09 21:57:43,39.0334,-92.3335,63.88,50,15,6.67
487,Edd,ER,2021-12-09 21:58:11,13.9297,41.6925,78.04,71,0,12.46
488,Bodaybo,RU,2021-12-09 21:58:11,57.8506,114.1933,3.4,91,100,5.3
489,Sept-Iles,CA,2021-12-09 21:58:11,50.2001,-66.3821,7.32,61,20,10.36
490,Riyadh,SA,2021-12-09 21:58:12,24.6877,46.7219,60.94,30,85,4.09
491,Chandler,US,2021-12-09 21:56:56,33.3062,-111.8412,75.18,32,40,1.01
492,Kosh-Agach,RU,2021-12-09 21:58:12,50.0,88.6667,-5.28,96,97,2.04
493,Jumla,NP,2021-12-09 21:58:13,29.2747,82.1838,35.29,45,0,5.12
494,Veinticinco De Mayo,AR,2021-12-09 21:58:13,-35.4323,-60.1727,80.06,35,100,4.97
495,Minab,IR,2021-12-09 21:58:13,27.1467,57.0801,60.3,47,83,1.83
496,Quatre Cocos,MU,2021-12-09 21:58:14,-20.2078,57.7625,73.51,70,10,7.7
497,Russell,US,2021-12-09 21:58:14,32.3502,-85.1999,61.38,80,40,5.75
498,Hobyo,SO,2021-12-09 21:59:14,5.3505,48.5268,77.58,71,23,19.15
499,Omboue,GA,2021-12-09 21:59:15,-1.5746,9.2618,78.35,89,100,4.83
500,Santa Marta,CO,2021-12-09 21:59:15,11.2408,-74.199,89.65,55,20,14.97
501,San Carlos,VE,2021-12-09 21:59:15,9.6612,-68.5827,83.66,56,95,6.38
502,Bukama,CD,2021-12-09 21:59:16,-9.2,25.85,69.85,93,59,2.26
503,Khani,GE,2021-12-09 21:59:16,41.9563,42.9566,42.37,91,100,2.46
504,Bongandanga,CD,2021-12-09 21:59:16,1.5,21.05,73.58,80,4,2.62
505,Lodja,CD,2021-12-09 21:59:17,-3.4833,23.4333,68.76,97,93,1.68
506,Sisimiut,GL,2021-12-09 21:59:17,66.9395,-53.6735,18.66,82,84,7.23
507,Lashio,MM,2021-12-09 21:59:17,22.9333,97.75,57.45,98,8,0.87
508,Port Macquarie,AU,2021-12-09 21:58:19,-31.4333,152.9167,74.89,52,3,7.81
509,Mosquera,CO,2021-12-09 21:59:18,4.7059,-74.2302,64.49,68,75,12.66
510,Kupang,ID,2021-12-09 21:59:18,-10.1667,123.5833,75.78,100,40,0.0
511,Mezen,RU,2021-12-09 21:59:19,65.8522,44.24,5.68,99,94,4.14
512,Atikokan,CA,2021-12-09 21:59:19,48.7555,-91.6216,27.01,96,100,7.49
513,Belyy Yar,RU,2021-12-09 21:59:19,53.6039,91.3903,7.86,68,0,6.71
514,Minot,US,2021-12-09 21:57:28,48.2325,-101.2963,30.11,78,2,12.73
515,Mogadishu,SO,2021-12-09 21:59:20,2.0371,45.3438,78.39,75,39,19.46
516,Cabedelo,BR,2021-12-09 21:59:20,-6.9811,-34.8339,83.07,78,60,13.4
517,Matara,LK,2021-12-09 21:59:20,5.9485,80.5353,74.37,85,100,8.52
518,Singaraja,ID,2021-12-09 21:59:21,-8.112,115.0882,81.97,81,34,4.76
519,Khategaon,IN,2021-12-09 21:59:21,22.6,76.9167,61.95,60,22,7.07
520,Krasnoborsk,RU,2021-12-09 21:59:21,61.5598,45.934,-8.75,100,90,3.69
521,Polyarnyy,RU,2021-12-09 21:59:22,69.1989,33.4478,5.47,91,61,12.75
522,Gundlupet,IN,2021-12-09 21:59:22,11.8,76.6833,65.68,96,39,3.98
523,Zonguldak,TR,2021-12-09 21:59:22,41.25,31.8333,41.72,73,3,6.38
524,Port Lincoln,AU,2021-12-09 21:59:23,-34.7333,135.8667,58.42,67,56,14.45
525,Vung Tau,VN,2021-12-09 21:59:23,10.346,107.0843,74.44,89,82,6.15
526,Puerto Maldonado,PE,2021-12-09 21:59:24,-12.6,-69.1833,82.8,78,75,3.44
527,Santa Rosa,PH,2021-12-09 21:59:24,14.3122,121.1114,76.98,78,95,14.32
528,Carluke,GB,2021-12-09 21:59:24,55.736,-3.8302,42.39,88,100,4.0
529,Kostolac,RS,2021-12-09 21:59:25,44.7149,21.1711,41.14,79,100,10.94
530,Ewa Beach,US,2021-12-09 21:56:10,21.3156,-158.0072,80.1,62,43,11.01
531,Dinar,TR,2021-12-09 21:59:25,38.065,30.1656,37.36,69,1,8.03
532,Marrakesh,MA,2021-12-09 21:59:26,31.6315,-8.0083,55.47,62,0,5.75
533,Rostovka,RU,2021-12-09 21:59:26,55.3842,71.8891,16.12,80,100,10.85
534,Tomatlan,MX,2021-12-09 21:59:26,19.9333,-105.25,86.09,39,40,6.96
